"hg1"	"hg2"	"distance"	"hg1_Hgsubgroup"	"hg1_oneletter"	"hg2_Hgsubgroup"	"hg2_oneletter"	"hg1_MacroPhylo"	"hg2_MacroPhylo"	"ArrayType"	"matched_subgroup"	"matched_oneletter"	"matched_macro"	"matched_haplogroup"	"matched_level"	"Group"	"InLegend"
"L2b1a"	"W1e1a"	17	"L2"	"L"	"W1"	"W"	"L2"	"N2"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"T2a1a"	"T"	4	"T2"	"T"	"T"	"T"	"JT"	"JT"	"GSA-24v1-0_C1"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2*4"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"L3e2b3"	"W1e1a"	13	"L3"	"L"	"W1"	"W"	"L3"	"N2"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C1d2a"	"C"	5	"C1"	"C"	"C"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2b+152"	"B2"	2	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"T2b4c"	"T"	5	"T2"	"T"	"T"	"T"	"JT"	"JT"	"GSA-24v1-0_C1"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"T2b4c"	"T"	5	"T2"	"T"	"T"	"T"	"JT"	"JT"	"GSA-24v1-0_C1"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2ac1"	"A2w*"	4	"A2"	"A"	"A2"	"A"	"A"	"A"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"D1f2"	"M12a1a*"	12	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2+(64)+@153"	"N"	6	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e2a1b3"	"L3b"	9	"L3"	"L"	"L3"	"L"	"L3"	"L3"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C1c3"	"C1c3"	0	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C1d1"	"C1d1"	0	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L2a1c4a"	"L2a1c"	2	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2w"	"N"	6	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2b+152"	"B2"	2	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2+(64)+@153"	"N"	6	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2d"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"H6a1a7"	"H6"	4	"H6"	"H"	"H6"	"H"	"HV"	"HV"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e4a"	"W1e1a"	13	"L3"	"L"	"W1"	"W"	"L3"	"N2"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"C1d1d"	"C1d1"	1	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2+(64)"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2"	"N"	4	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"C"	"C5a"	2	"C"	"C"	"C5"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2y"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2y"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"D1"	"M12a1a*"	10	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"D1"	"D4l1a"	4	"D1"	"D"	"D4"	"D"	"D"	"D"	"GSA-24v1-0_C1"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"D1"	"D4l1a"	4	"D1"	"D"	"D4"	"D"	"D"	"D"	"GSA-24v1-0_C1"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2+(64)"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"D1"	"D4l1a"	4	"D1"	"D"	"D4"	"D"	"D"	"D"	"GSA-24v1-0_C1"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2+(64)"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2+(64)"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"D1"	"M12a1a*"	10	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2"	"B2b2"	2	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C"	"C"	0	"C"	"C"	"C"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"L2a1a"	"L2a1'2'3'4"	2	"L2"	"L"	"L2"	"L"	"L2"	"L2"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2+(64)"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"D1"	"M12a1a*"	10	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"D1"	"M12a1a*"	10	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2"	"B2j"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C"	"C"	0	"C"	"C"	"C"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C"	"C"	0	"C"	"C"	"C"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C"	"C1c"	2	"C"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C"	"C"	0	"C"	"C"	"C"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C"	"C"	0	"C"	"C"	"C"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C"	"C"	0	"C"	"C"	"C"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"A2"	"N"	4	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2+(64)"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"C"	"C"	0	"C"	"C"	"C"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C"	"C"	0	"C"	"C"	"C"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"H13a1a1"	"H"	5	"H13"	"H"	"H"	"H"	"HV"	"HV"	"GSA-24v1-0_C1"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C"	"C1c1"	3	"C"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"B2y"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"D1"	"M12a1a*"	10	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2b+152"	"B2c2*"	5	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"L3e3b1"	"W1e1a"	14	"L3"	"L"	"W1"	"W"	"L3"	"N2"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"D1"	"M12a1a*"	10	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2b+152"	"B2"	2	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"D1"	"M12a1a*"	10	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"D4h3a9"	"D4h3a"	2	"D4"	"D"	"D4"	"D"	"D"	"D"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"D1"	"M12a1a*"	10	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"A2d1"	"N"	7	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2d1"	"N"	7	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2+(64)"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"C"	"C"	0	"C"	"C"	"C"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C"	"C"	0	"C"	"C"	"C"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"D1"	"M12a1a*"	10	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"C"	"C"	0	"C"	"C"	"C"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C"	"C1b10"	4	"C"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"D1"	"M12a1a*"	10	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"A2"	"N"	4	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"C"	"C"	0	"C"	"C"	"C"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"A2+(64)+@153"	"N"	6	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2y"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2+(64)+@153"	"N"	6	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2+(64)+@153"	"N"	6	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2+(64)+@153"	"N"	6	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"L3f1b+16292+150*"	"W1e1a"	14	"L3"	"L"	"W1"	"W"	"L3"	"N2"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2"	"B2b2"	2	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2+(64)+@16111"	"N"	6	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2+(64)"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2b"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C1d1"	"C1d1"	0	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"B2e"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"D1a1"	"M12a1a*"	12	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"D1a1"	"M12a1a*"	12	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"D1a1"	"M12a1a*"	12	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2ap"	"N"	7	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2w1*2"	"N"	8	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2o"	"B2"	1	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2ap"	"N9a2*"	12	"A2"	"A"	"N9"	"N"	"A"	"N9"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2w1"	"N"	7	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"D1"	"M12a1a*"	10	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2+(64)"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2m"	"A2m"	0	"A2"	"A"	"A2"	"A"	"A"	"A"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"A2+(64)"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"A2+(64)"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2m*2"	"A2m"	1	"A2"	"A"	"A2"	"A"	"A"	"A"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C"	"C1c"	2	"C"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	0	1	1	0	"3. One-letter"	"Other"	FALSE
"A2+(64)"	"N"	5	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2"	"N"	4	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"B2"	"B2"	0	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"A2w1"	"N"	7	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"A2m*2"	"A2m"	1	"A2"	"A"	"A2"	"A"	"A"	"A"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"A2w1*2"	"N"	8	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"C1b*1"	"C1b*1"	0	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"D1e"	"M12a1a*"	11	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"D1"	"M12a1a*"	10	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"D1f1"	"M12a1a*"	12	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"D1e"	"M12a1a*"	11	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"D1e"	"M12a1a*"	11	"D1"	"D"	"M12"	"M"	"D"	"M*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"C1c1a"	"C1c1"	1	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C1b11*2"	"C1b11*2"	0	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C1b11*2"	"C1b11*2"	0	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"A2+(64)+@153"	"N"	6	"A2"	"A"	"N"	"N"	"A"	"N*"	"GSA-24v1-0_C1"	0	0	0	0	"5. Mismatch"	"Other"	FALSE
"C1b11*2"	"C1b11*2"	0	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"C1c5"	"C1c"	1	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C1c5"	"C1c"	1	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"C1b11*2"	"C1b11*2"	0	"C1"	"C"	"C1"	"C"	"M8"	"M8"	"GSA-24v1-0_C1"	1	1	1	1	"1. Haplogroup"	"Other"	FALSE
"H1ba"	"H1"	1	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
"B2a4a1"	"B2"	4	"B2"	"B"	"B2"	"B"	"B"	"B"	"GSA-24v1-0_C1"	1	1	1	0	"2. Subgroup"	"Other"	FALSE
